Tabela 1,,,,,,,,,,,,,
Particular,,36601,"61,9",1279,"59,7",6970,"48,6",452,"40,9",43571,"59,3",1731,"53,3"
Mais Pública,,1640,"2,8",48,"2,2",416,"2,9",33,3,2056,"2,8",81,"2,5"
Mais Particular,,2536,"4,3",91,"4,2",567,4,42,"3,8",3103,"4,2",133,"4,1"
No Exterior,,155,"0,3",3,"0,1",31,"0,2",1,"0,1",186,"0,3",4,"0,1"
Outra situação,,142,"0,2",4,"0,2",27,"0,2",2,"0,2",169,"0,2",6,"0,2"
Em branco,,782,"1,3",35,"1,6",175,"1,2",28,"2,5",957,"1,3",63,"1,9"
,,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100
Tabela 7,,,,,,,,,,,,,
Tipo de Escola do Ensino,,,Integral,,,,,Noturno,,,,Total,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Fundamental 2,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,14283,"24,2",588,"27,4",5334,"37,2",487,"44,1",19617,"26,7",1075,"33,1"
Particular,,39817,"67,3",1401,"65,4",7863,"54,8",513,"46,5",47680,"64,9",1914,"58,9"
Mais Pública,,1574,"2,7",39,"1,8",387,"2,7",24,"2,2",1961,"2,7",63,"1,9"
Mais Particular,,1983,"3,4",65,3,430,3,39,"3,5",2413,"3,3",104,"3,2"
No Exterior,,120,"0,2",4,"0,2",17,"0,1",1,"0,1",137,"0,2",5,"0,2"
Outra situação,,164,"0,3",5,"0,2",43,"0,3",3,"0,3",207,"0,3",8,"0,3"
Em branco,,1207,2,42,2,276,"1,9",37,"3,4",1483,2,79,"2,4"
,,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100
Tabela 8,,,,,,,,,,,,,
Tipo de Escola do,,,Integral,,,,,Noturno,,,,Total,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,16198,"27,4",973,"45,4",5970,"41,6",656,"59,4",22168,"30,2",1629,"50,2"
Particular,,39226,"66,3",1056,"49,3",7501,"52,3",386,35,46727,"63,6",1442,"44,4"
Mais Pública,,762,"1,3",21,1,207,"1,4",11,1,969,"1,3",32,1
Mais Particular,,1654,"2,8",43,2,381,"2,7",15,"1,4",2035,"2,8",58,"1,8"
No Exterior,,77,"0,1",3,"0,1",14,"0,1",1,"0,1",91,"0,1",4,"0,1"
Outra situação,,227,"0,4",7,"0,3",58,"0,4",4,"0,4",285,"0,4",11,"0,3"
Em branco,,1004,"1,7",41,"1,9",219,"1,5",31,"2,8",1223,"1,7",72,"2,2"
,,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100
Tabela 9,,,,,,,,,,,,,
Tipo de curso do,,,Integral,,,,,Noturno,,,,Total,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,53168,"89,9",1638,"76,4",12005,"83,7",793,"71,8",65173,"88,7",2431,"74,9"
,,4264,"7,2",435,"20,3",1838,"12,8",254,23,6102,"8,3",689,"21,2"
Magistério,,28,"0,1",0,0,24,"0,2",0,0,52,"0,1",0,0
,,234,"0,4",10,"0,5",121,"0,8",6,"0,5",355,"0,5",16,"0,5"
,,232,"0,4",13,"0,6",75,"0,5",9,"0,8",307,"0,4",22,"0,7"
,,256,"0,4",10,"0,5",70,"0,5",7,"0,6",326,"0,4",17,"0,5"
Em branco,,966,"1,6",38,"1,8",217,"1,5",35,"3,2",1183,"1,6",73,"2,3"
,,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100
Tabela 10,,,,,,,,,,,,,
Período do Ensino,,,Integral,,,,,Noturno,,,,Total,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,41632,"70,4",1301,"60,7",9071,"63,2",615,"55,7",50703,69,1916,59
Diurno Integral,,10616,18,570,"26,6",2614,"18,2",272,"24,6",13230,18,842,"25,9"
Noturno,,1413,"2,4",69,"3,2",898,"6,3",74,"6,7",2311,"3,1",143,"4,4"
Maior tempo no Diurno,,3010,"5,1",117,"5,5",889,"6,2",58,"5,3",3899,"5,3",175,"5,4"
Maior tempo no Noturno,,1102,"1,9",39,"1,8",557,"3,9",41,"3,7",1659,"2,3",80,"2,5"
Outro Turno,,144,"0,2",3,"0,1",41,"0,3",5,"0,5",185,"0,3",8,"0,3"
Em branco,,1231,"2,1",45,"2,1",280,2,39,"3,5",1511,"2,1",84,"2,6"
,,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100
Tabela 11,,,,,,,,,,,,,
,Curso,,Integral,,,,,Noturno,,,,Total,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,Não,26033,44,843,"39,3",8217,"57,3",469,"42,5",34250,"46,6",1312,"40,4"
"Sim, seis meses",,4134,7,154,"7,2",1123,"7,8",99,9,5257,"7,2",253,"7,8"
"Sim, um ano",,17250,"29,2",779,"36,3",3528,"24,6",366,"33,2",20778,"28,3",1145,"35,3"
"Sim, dois anos",,6484,11,227,"10,6",978,"6,8",114,"10,3",7462,"10,2",341,"10,5"
"Sim, mais de dois anos",,4269,"7,2",103,"4,8",287,2,27,"2,5",4556,"6,2",130,4
Em branco,,978,"1,7",38,"1,8",217,"1,5",29,"2,6",1195,"1,6",67,"2,1"
,Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100
,,,,,,,,,,,,,
Tabela 12,,,,,,,,,,,,,
Tipo de Curso,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Pré-Vestibular,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Comercial comum,29728,"50,3",1148,"53,5",5016,35,512,"46,4",34744,"47,3",1660,"51,1",
Alternativo/comunitário,3071,"5,2",125,"5,8",1161,"8,1",102,"9,2",4232,"5,8",227,7,
Em branco,26349,"44,6",871,"40,6",8173,57,490,"44,4",34522,47,1361,"41,9",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
Tabela 13,,,,,,,,,,,,,
Renda Mensal,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Familiar,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Inferior a 1sm,660,"1,1",19,"0,9",231,"1,6",18,"1,6",891,"1,2",37,"1,1",
Entre 1sm e 2sm,4926,"8,3",136,"6,3",1888,"13,2",100,"9,1",6814,"9,3",236,"7,3",
Entre 2sm e 3sm,7339,"12,4",197,"9,2",2228,"15,5",161,"14,6",9567,13,358,11,
Entre 3sm e 5sm,12225,"20,7",468,"21,8",3253,"22,7",283,"25,6",15478,"21,1",751,"23,1",
Entre 5sm e 7sm,9827,"16,6",383,"17,9",2266,"15,8",190,"17,2",12093,"16,5",573,"17,6",
Entre 7sm e 10sm,8091,"13,7",315,"14,7",1644,"11,5",133,"12,1",9735,"13,3",448,"13,8",
Entre 10sm e 15sm,6651,"11,2",274,"12,8",1275,"8,9",105,"9,5",7926,"10,8",379,"11,7",
Entre 15sm e 20sm,3460,"5,9",126,"5,9",598,"4,2",40,"3,6",4058,"5,5",166,"5,1",
Acima de 20sm,4883,"8,3",182,"8,5",721,5,43,"3,9",5604,"7,6",225,"6,9",
Em branco,1086,"1,8",44,"2,1",246,"1,7",31,"2,8",1332,"1,8",75,"2,3",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
"Considerando o salário mínimo vigente em 2016 (R$ 880,00).",,,,,,,,,,,,,
Tabela 14,,,,,,,,,,,,,
Grau de Instrução,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,442,"0,8",11,"0,5",171,"1,2",14,"1,3",613,"0,8",25,"0,8",
Fundamental Incompleto,5004,"8,5",151,7,1801,"12,6",124,"11,2",6805,"9,3",275,"8,5",
Fundamental Completo,2689,"4,6",104,"4,9",900,"6,3",79,"7,2",3589,"4,9",183,"5,6",
Ens. Médio Incompleto,2603,"4,4",90,"4,2",793,"5,5",52,"4,7",3396,"4,6",142,"4,4",
Ens. Médio Completo,13303,"22,5",469,"21,9",3727,26,328,"29,7",17030,"23,2",797,"24,5",
Superior Incompleto,4355,"7,4",177,"8,3",1060,"7,4",89,"8,1",5415,"7,4",266,"8,2",
Superior Completo,17417,"29,5",635,"29,6",3444,24,234,"21,2",20861,"28,4",869,"26,8",
Pós-Graduação Incompleta,822,"1,4",41,"1,9",141,1,8,"0,7",963,"1,3",49,"1,5",
Pós-Graduação Completa,10958,"18,5",403,"18,8",1894,"13,2",128,"11,6",12852,"17,5",531,"16,4",
Em branco,1555,"2,6",63,"2,9",419,"2,9",48,"4,4",1974,"2,7",111,"3,4",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
Tabela 15,,,,,,,,,,,,,
Grau de Instrução,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,207,"0,4",8,"0,4",118,"0,8",12,"1,1",325,"0,4",20,"0,6",
Fundamental Incompleto,3481,"5,9",113,"5,3",1436,10,123,"11,1",4917,"6,7",236,"7,3",
Fundamental Completo,2148,"3,6",73,"3,4",772,"5,4",59,"5,3",2920,4,132,"4,1",
Ens. Médio Incompleto,2228,"3,8",63,"2,9",709,"4,9",49,"4,4",2937,4,112,"3,5",
Ens. Médio Completo,13800,"23,3",492,23,3924,"27,3",307,"27,8",17724,"24,1",799,"24,6",
Superior Incompleto,4037,"6,8",126,"5,9",963,"6,7",75,"6,8",5000,"6,8",201,"6,2",
Superior Completo,19161,"32,4",756,"35,3",3861,"26,9",276,25,23022,"31,3",1032,"31,8",
Pós-Graduação Incompleta,1090,"1,8",45,"2,1",189,"1,3",14,"1,3",1279,"1,7",59,"1,8",
Pós-Graduação Completa,11674,"19,7",420,"19,6",2039,"14,2",147,"13,3",13713,"18,7",567,"17,5",
Em branco,1322,"2,2",48,"2,2",339,"2,4",42,"3,8",1661,"2,3",90,"2,8",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
Tabela 16,,,,,,,,,,,,,
Atividade,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Remunerada,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Exerce,51929,"87,8",1804,"84,1",10973,"76,5",710,"64,3",62902,"85,6",2514,"77,4",
"Sim, Eventual",2270,"3,8",117,"5,5",772,"5,4",69,"6,3",3042,"4,1",186,"5,7",
"Sim, Tempo Parcial",1965,"3,3",97,"4,5",995,"6,9",122,"11,1",2960,4,219,"6,7",
"Sim, Tempo Integral",1266,"2,1",64,3,1173,"8,2",149,"13,5",2439,"3,3",213,"6,6",
Em branco,1718,"2,9",62,"2,9",437,"3,1",54,"4,9",2155,"2,9",116,"3,6",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
,,,,,,,,,,,,,
Tabela 17,,,,,,,,,,,,,
Participação na Vida,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Econômica da Família,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Não trabalham e seus gastos são
financiados pela família",52845,"89,3",1859,"86,7",11186,78,736,"66,7",64031,"87,1",2595,"79,9",
"Trabalham, mas recebem ajuda
da família",2955,5,139,"6,5",1270,"8,9",139,"12,6",4225,"5,8",278,"8,6",
Trabalham e se sustentam,687,"1,2",35,"1,6",485,"3,4",68,"6,2",1172,"1,6",103,"3,2",
"Trabalham e contribuem também
com o sustento da família",1043,"1,8",46,"2,2",808,"5,6",89,"8,1",1851,"2,5",135,"4,2",
"Trabalham e são os princ. resp.
pelo sustento da família",212,"0,4",13,"0,6",237,"1,7",29,"2,6",449,"0,6",42,"1,3",
Em branco,1406,"2,4",52,"2,4",364,"2,5",43,"3,9",1770,"2,4",95,"2,9",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
Tabela 18,,,,,,,,,,,,,
Ocupação Profissional,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",1598,"2,7",33,"1,5",373,"2,6",19,"1,7",1971,"2,7",52,"1,6",
"Profis.liberais, gerência e
direção, prop. de empresas de
tamanho médio",22916,"38,7",817,"38,1",4119,"28,7",261,"23,6",27035,"36,8",1078,"33,2",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,11180,"18,9",403,"18,8",2416,"16,8",189,"17,1",13596,"18,5",592,"18,2",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",5726,"9,7",216,"10,1",1581,11,130,"11,8",7307,"9,9",346,"10,7",
Supervisão de trabalho manual,1357,"2,3",50,"2,3",434,3,31,"2,8",1791,"2,4",81,"2,5",
"Ocupações manuais
especializadas",5886,10,223,"10,4",1960,"13,7",170,"15,4",7846,"10,7",393,"12,1",
"Ocupações manuais não
especializadas",2336,4,97,"4,5",888,"6,2",75,"6,8",3224,"4,4",172,"5,3",
Do lar,411,"0,7",12,"0,6",139,1,7,"0,6",550,"0,8",19,"0,6",
Desempregado,2177,"3,7",81,"3,8",725,"5,1",61,"5,5",2902,4,142,"4,4",
Outra,3485,"5,9",124,"5,8",1097,"7,6",96,"8,7",4582,"6,2",220,"6,8",
Em branco,2076,"3,5",88,"4,1",618,"4,3",65,"5,9",2694,"3,7",153,"4,7",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
Tabela 19,,,,,,,,,,,,,
Ocupação Profissional,,Integral,,,,,Noturno,,,Total,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",975,"1,7",16,"0,8",251,"1,8",15,"1,4",1226,"1,7",31,1,
"Profis.liberais, gerência e
direção, prop. de empresas de
tamanho médio",16563,28,579,27,2853,"19,9",174,"15,8",19416,"26,4",753,"23,2",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,12377,"20,9",447,"20,9",2632,"18,3",211,"19,1",15009,"20,4",658,"20,3",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",7015,"11,9",282,"13,2",1802,"12,6",130,"11,8",8817,12,412,"12,7",
Supervisão de trabalho manual,666,"1,1",17,"0,8",203,"1,4",16,"1,5",869,"1,2",33,1,
"Ocupações manuais
especializadas",2584,"4,4",80,"3,7",900,"6,3",81,"7,3",3484,"4,7",161,5,
"Ocupações Manuais não
especializadas",2279,"3,9",78,"3,6",935,"6,5",79,"7,2",3214,"4,4",157,"4,8",
Do lar,8039,"13,6",343,16,2139,"14,9",170,"15,4",10178,"13,9",513,"15,8",
Desempregada,4268,"7,2",149,7,1285,9,94,"8,5",5553,"7,6",243,"7,5",
Outra,2442,"4,1",77,"3,6",762,"5,3",63,"5,7",3204,"4,4",140,"4,3",
Em branco,1940,"3,3",76,"3,5",588,"4,1",71,"6,4",2528,"3,4",147,"4,5",
Total,59148,100,2144,100,14350,100,1104,100,73498,100,3248,100,
Fonte: Questionário Sociocultural 2017 da Comvest.,,,,,,,,,,,,,
