Tabela 1,,,,,,,,,,,,,
Separação legal,75,"0,1",7,"0,2",8,"0,2",0,0,83,"0,1",7,"0,2",
Outro,245,"0,4",12,"0,4",15,"0,3",0,0,260,"0,4",12,"0,3",
Em branco,0,0,0,0,0,0,0,0,0,0,0,0,
Tabela 4,,,,,,,,,,,,,
Cor ou Raça,,Unicamp,,,,,Famerp,,,Total Geral,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
declarada,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Branca,46516,"74,4",2623,"76,9",3794,"78,4",84,80,50310,"74,6",2707,77,
Preta,2139,"3,4",83,"2,4",133,"2,8",4,"3,8",2272,"3,4",87,"2,5",
Parda,8208,"13,1",357,"10,5",488,"10,1",9,"8,6",8696,"12,9",366,"10,4",
Amarela,3392,"5,4",182,"5,3",159,"3,3",4,"3,8",3551,"5,3",186,"5,3",
Indígena,138,"0,2",10,"0,3",7,"0,1",0,0,145,"0,2",10,"0,3",
Não declarada,1053,"1,7",94,"2,8",66,"1,4",1,1,1119,"1,7",95,"2,7",
Em branco,1121,"1,8",63,"1,9",194,4,3,"2,9",1315,2,66,"1,9",
Tabela 5,,,,,,,,,,,,,
Local de,,Unicamp,,,,,Famerp,,,Total Geral,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Residência,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Região Metropol. de SP,20019,32,674,"19,8",860,"17,8",25,"23,8",20879,31,699,"19,9",
Região Metropol. de Campinas,13890,"22,2",1403,"41,1",326,"6,7",17,"16,2",14216,"21,1",1420,"40,4",
Metropol. Baixada Santista,1141,"1,8",24,"0,7",63,"1,3",2,"1,9",1204,"1,8",26,"0,7",
Outras Regiões de SP,23618,"37,8",1194,35,3361,"69,4",60,"57,1",26979,40,1254,"35,7",
Outros Estados,3899,"6,2",117,"3,4",231,"4,8",1,1,4130,"6,1",118,"3,4",
Em branco,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Unicamp,,,,,Famerp,,,Total Geral,,
Tipo de Escola do Ensino,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Fundamental,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,15829,"25,3",872,"25,6",1004,"20,7",23,"21,9",16833,25,895,"25,5"
,,36539,"58,4",1939,"56,8",2848,"58,8",55,"52,4",39387,"58,4",1994,"56,7"
Mais Pública,,3774,6,211,"6,2",307,"6,3",9,"8,6",4081,"6,1",220,"6,3"
Mais Particular,,4944,"7,9",301,"8,8",463,"9,6",13,"12,4",5407,8,314,"8,9"
No Exterior,,100,"0,2",4,"0,1",6,"0,1",1,1,106,"0,2",5,"0,1"
Outra situação,,313,"0,5",19,"0,6",18,"0,4",0,0,331,"0,5",19,"0,5"
Em branco,,1068,"1,7",66,"1,9",195,4,4,"3,8",1263,"1,9",70,2
,,,,,,,,,,,,,
,,,Unicamp,,,,,Famerp,,,Total Geral,,
Tipo de Escola do,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,17509,28,1054,"30,9",840,"17,4",26,"24,8",18349,"27,2",1080,"30,7"
,,39881,"63,7",2081,61,3443,"71,1",66,"62,9",43324,"64,3",2147,"61,1"
Mais Pública,,1045,"1,7",54,"1,6",70,"1,5",3,"2,9",1115,"1,7",57,"1,6"
Mais Particular,,1906,"3,1",105,"3,1",172,"3,6",5,"4,8",2078,"3,1",110,"3,1"
No Exterior,,93,"0,2",4,"0,1",6,"0,1",1,1,99,"0,2",5,"0,1"
Outra situação,,181,"0,3",5,"0,2",10,"0,2",0,0,191,"0,3",5,"0,1"
Em branco,,1952,"3,1",109,"3,2",300,"6,2",4,"3,8",2252,"3,3",113,"3,2"
,,,,,,,,,,,,,
Tipo de curso do,,,Unicamp,,,,,Famerp,,,Total Geral,,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,55902,"89,4",2874,"84,2",4497,"92,9",97,"92,4",60399,"89,6",2971,"84,5"
,,4656,"7,4",427,"12,5",96,2,3,"2,9",4752,"7,1",430,"12,2"
Magistério,,79,"0,1",4,"0,1",5,"0,1",0,0,84,"0,1",4,"0,1"
,,333,"0,5",13,"0,4",16,"0,3",0,0,349,"0,5",13,"0,4"
,,150,"0,2",6,"0,2",5,"0,1",0,0,155,"0,2",6,"0,2"
,,219,"0,4",12,"0,4",14,"0,3",0,0,233,"0,4",12,"0,3"
Em branco,,1228,2,76,"2,2",208,"4,3",5,"4,8",1436,"2,1",81,"2,3"
Tabela 9,,,,,,,,,,,,,
Período do Ensino,,,Unicamp,,,,,Famerp,,,Total Geral,,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,46344,"74,1",2397,"70,3",3886,"80,3",94,"89,5",50230,"74,5",2491,"70,8"
Diurno Integral,,7279,"11,6",487,"14,3",417,"8,6",3,"2,9",7696,"11,4",490,"13,9"
Noturno,,2711,"4,3",167,"4,9",85,"1,8",1,1,2796,"4,2",168,"4,8"
Maior tempo no Diurno,,3507,"5,6",203,6,195,4,3,"2,9",3702,"5,5",206,"5,9"
Maior tempo no Noturno,,1436,"2,3",77,"2,3",54,"1,1",0,0,1490,"2,2",77,"2,2"
Outro Turno,,133,"0,2",7,"0,2",4,"0,1",0,0,137,"0,2",7,"0,2"
Em branco,,1157,"1,9",74,"2,2",200,"4,1",4,"3,8",1357,2,78,"2,2"
Tabela 10,,,,,,,,,,,,,
,Curso,,Unicamp,,,,,Famerp,,,Total Geral,,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,Não,30583,"48,9",1377,"40,4",1274,"26,3",18,"17,1",31857,"47,3",1395,"39,7"
"Sim, seis meses",,5763,"9,2",299,"8,8",296,"6,1",4,"3,8",6059,9,303,"8,6"
"Sim, um ano",,16357,"26,1",1150,"33,7",1316,"27,2",29,"27,6",17673,"26,2",1179,"33,5"
"Sim, dois anos",,5178,"8,3",348,"10,2",893,"18,5",22,21,6071,9,370,"10,5"
"Sim, mais de dois anos",,2646,"4,2",119,"3,5",767,"15,8",27,"25,7",3413,"5,1",146,"4,2"
Em branco,,2040,"3,3",119,"3,5",295,"6,1",5,"4,8",2335,"3,5",124,"3,5"
Tabela 11,,,,,,,,,,,,,
Tipo de Curso,,,Unicamp,,,,,Famerp,,,Total Geral,,
,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
Comercial comum,,28073,"44,9",1755,"51,4",3159,"65,3",76,"72,4",31232,"46,3",1831,"52,1"
Alternativo/comunitário,,2966,"4,7",177,"5,2",152,"3,1",7,"6,7",3118,"4,6",184,"5,2"
Em branco,,31528,"50,4",1480,"43,4",1530,"31,6",22,21,33058,49,1502,"42,7"
,,,,,,,,,,,,,
Tabela 12,,,,,,,,,,,,,
Renda Mensal,,Unicamp,,,,,Famerp,,,Total Geral,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Familiar,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Inferior a 1sm,461,"0,7",25,"0,7",27,"0,6",0,0,488,"0,7",25,"0,7",
Entre 1sm e 2sm,4425,"7,1",188,"5,5",254,"5,3",3,"2,9",4679,"6,9",191,"5,4",
Entre 2sm e 3sm,7232,"11,6",319,"9,4",493,"10,2",14,"13,3",7725,"11,5",333,"9,5",
Entre 3sm e 5sm,13539,"21,6",748,"21,9",1046,"21,6",30,"28,6",14585,"21,6",778,"22,1",
Entre 5sm e 7sm,10229,"16,4",596,"17,5",864,"17,9",17,"16,2",11093,"16,5",613,"17,4",
Entre 7sm e 10sm,8584,"13,7",518,"15,2",750,"15,5",13,"12,4",9334,"13,9",531,"15,1",
Entre 10sm e 15sm,7441,"11,9",430,"12,6",580,12,11,"10,5",8021,"11,9",441,"12,5",
Entre 15sm e 20sm,3938,"6,3",234,"6,9",287,"5,9",4,"3,8",4225,"6,3",238,"6,8",
Acima de 20sm,5436,"8,7",272,8,332,"6,9",10,"9,5",5768,"8,6",282,8,
Em branco,1282,"2,1",82,"2,4",208,"4,3",3,"2,9",1490,"2,2",85,"2,4",
Considerando o salário mínimo vigente em,,"2012 (R$ 622,00).",,,,,,,,,,,
Tabela 13,,,,,,,,,,,,,
,,Unicamp,,,,,Famerp,,,Total Geral,,,
Grau de Instrução,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,536,"0,9",21,"0,6",15,"0,3",0,0,551,"0,8",21,"0,6",
Fundamental Incompleto,5667,"9,1",328,"9,6",374,"7,7",6,"5,7",6041,9,334,"9,5",
Fundamental Completo,3182,"5,1",146,"4,3",201,"4,2",5,"4,8",3383,5,151,"4,3",
Ens. Medio Incompleto,2692,"4,3",127,"3,7",190,"3,9",6,"5,7",2882,"4,3",133,"3,8",
Ens. Medio Completo,13568,"21,7",709,"20,8",965,"19,9",24,"22,9",14533,"21,6",733,"20,8",
Superior Incompleto,4937,"7,9",279,"8,2",400,"8,3",9,"8,6",5337,"7,9",288,"8,2",
Superior Completo,19524,"31,2",1091,32,1717,"35,5",35,"33,3",21241,"31,5",1126,32,
Pós-Graduação Incompleta,854,"1,4",51,"1,5",54,"1,1",3,"2,9",908,"1,4",54,"1,5",
Pós-Graduação Completa,9745,"15,6",550,"16,1",685,"14,2",14,"13,3",10430,"15,5",564,16,
Em branco,1862,3,110,"3,2",240,5,3,"2,9",2102,"3,1",113,"3,2",
Tabela 14,,,,,,,,,,,,,
Grau de Instrução,,Unicamp,,,,,Famerp,,,Total Geral,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,307,"0,5",16,"0,5",8,"0,2",0,0,315,"0,5",16,"0,5",
Fundamental Incompleto,4600,"7,4",254,"7,4",254,"5,3",4,"3,8",4854,"7,2",258,"7,3",
Fundamental Completo,2786,"4,5",147,"4,3",163,"3,4",4,"3,8",2949,"4,4",151,"4,3",
Ens. Medio Incompleto,2548,"4,1",133,"3,9",151,"3,1",4,"3,8",2699,4,137,"3,9",
Ens. Medio Completo,14317,"22,9",753,"22,1",1004,"20,7",19,"18,1",15321,"22,7",772,22,
Superior Incompleto,4648,"7,4",246,"7,2",325,"6,7",7,"6,7",4973,"7,4",253,"7,2",
Superior Completo,20853,"33,3",1183,"34,7",1799,"37,2",41,"39,1",22652,"33,6",1224,"34,8",
Pós-Graduação Incompleta,1078,"1,7",58,"1,7",83,"1,7",4,"3,8",1161,"1,7",62,"1,8",
Pós-Graduação Completa,9772,"15,6",521,"15,3",827,"17,1",18,"17,1",10599,"15,7",539,"15,3",
Em branco,1658,"2,7",101,3,227,"4,7",4,"3,8",1885,"2,8",105,3,
Tabela 15,,,,,,,,,,,,,
Atividade,,Unicamp,,,,,Famerp,,,Total Geral,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Remunerada,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Exerce,51138,"81,7",2580,"75,6",4168,"86,1",95,"90,5",55306,"82,1",2675,"76,1",
"Sim, Eventual",2661,"4,3",191,"5,6",112,"2,3",4,"3,8",2773,"4,1",195,"5,5",
"Sim, Tempo Parcial",3172,"5,1",211,"6,2",139,"2,9",1,1,3311,"4,9",212,6,
"Sim, Tempo Integral",3205,"5,1",289,"8,5",98,2,1,1,3303,"4,9",290,"8,3",
Em branco,2391,"3,8",141,"4,1",324,"6,7",4,"3,8",2715,4,145,"4,1",
,,,,,,,,,,,,,
Tabela 16,,,,,,,,,,,,,
Participação na Vida,,Unicamp,,,,,Famerp,,,Total Geral,,,
,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Econômica da Família,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Não trabalham e seus gastos são
financiados pela família",52169,"83,4",2638,"77,3",4262,88,98,"93,3",56431,"83,7",2736,"77,8",
"Trabalham, mas recebem ajuda
da família",4667,"7,5",304,"8,9",193,4,4,"3,8",4860,"7,2",308,"8,8",
Trabalham e se sustentam,1489,"2,4",179,"5,3",61,"1,3",1,1,1550,"2,3",180,"5,1",
"Trabalham e contribuem também
com o sustento da família",1990,"3,2",128,"3,8",64,"1,3",0,0,2054,"3,1",128,"3,6",
"Trabalham e são os princ. resp.
pelo sustento da família",487,"0,8",54,"1,6",22,"0,5",0,0,509,"0,8",54,"1,5",
Em branco,1765,"2,8",109,"3,2",239,"4,9",2,"1,9",2004,3,111,"3,2",
Tabela 17,,,,,,,,,,,,,
,,Unicamp,,,,,Famerp,,,Total Geral,,,
Ocupação Profissional,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",1595,"2,6",59,"1,7",132,"2,7",0,0,1727,"2,6",59,"1,7",
"Profis.liberais, gerência e
direção, prop. de empresas de
tamanho médio",25597,"40,9",1402,"41,1",2175,"44,9",41,"39,1",27772,"41,2",1443,41,
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,10945,"17,5",597,"17,5",924,"19,1",24,"22,9",11869,"17,6",621,"17,7",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",6239,10,358,"10,5",426,"8,8",14,"13,3",6665,"9,9",372,"10,6",
Supervisão de trabalho manual,1592,"2,5",87,"2,6",95,2,3,"2,9",1687,"2,5",90,"2,6",
"Ocupações manuais
especializadas",5416,"8,7",265,"7,8",320,"6,6",10,"9,5",5736,"8,5",275,"7,8",
"Ocupações manuais não
especializadas",2436,"3,9",124,"3,6",156,"3,2",3,"2,9",2592,"3,9",127,"3,6",
Do lar,484,"0,8",27,"0,8",28,"0,6",0,0,512,"0,8",27,"0,8",
Desempregado,1339,"2,1",75,"2,2",68,"1,4",4,"3,8",1407,"2,1",79,"2,3",
Outra,4277,"6,8",256,"7,5",253,"5,2",4,"3,8",4530,"6,7",260,"7,4",
Em branco,2647,"4,2",162,"4,8",264,"5,5",2,"1,9",2911,"4,3",164,"4,7",
Tabela 18,,,,,,,,,,,,,
,,Unicamp,,,,,Famerp,,,Total Geral,,,
Ocupação Profissional,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",983,"1,6",33,1,87,"1,8",0,0,1070,"1,6",33,"0,9",
"Profis.liberais, gerência e
direção, prop. de empresas de
tamanho médio",17906,"28,6",959,"28,1",1613,"33,3",38,"36,2",19519,29,997,"28,4",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,11236,18,591,"17,3",908,"18,8",17,"16,2",12144,18,608,"17,3",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",6615,"10,6",347,"10,2",465,"9,6",14,"13,3",7080,"10,5",361,"10,3",
Supervisão de trabalho manual,695,"1,1",42,"1,2",51,"1,1",1,1,746,"1,1",43,"1,2",
"Ocupações manuais
especializadas",2512,4,132,"3,9",147,3,4,"3,8",2659,"3,9",136,"3,9",
"Ocupações Manuais não
especializadas",2265,"3,6",125,"3,7",109,"2,3",2,"1,9",2374,"3,5",127,"3,6",
Do lar,10752,"17,2",615,18,716,"14,8",16,"15,2",11468,17,631,"17,9",
Desempregada,3552,"5,7",206,6,200,"4,1",6,"5,7",3752,"5,6",212,6,
Outra,3057,"4,9",174,"5,1",200,"4,1",4,"3,8",3257,"4,8",178,"5,1",
Em branco,2994,"4,8",188,"5,5",345,"7,1",3,"2,9",3339,5,191,"5,4",
