Tabela 1,,,,,,,,,,,,,
Particular,38671,"62,4",1302,"60,6",7768,"49,2",458,"41,8",46439,"59,7",1760,"54,3",
Mais Pública,3556,"5,7",142,"6,6",901,"5,7",72,"6,6",4457,"5,7",214,"6,6",
Mais Particular,5034,"8,1",177,"8,2",1275,"8,1",85,"7,8",6309,"8,1",262,"8,1",
No Exterior,112,"0,2",4,"0,2",22,"0,1",2,"0,2",134,"0,2",6,"0,2",
Outra situação,266,"0,4",6,"0,3",85,"0,5",9,"0,8",351,"0,5",15,"0,5",
Em branco,886,"1,4",30,"1,4",194,"1,2",25,"2,3",1080,"1,4",55,"1,7",
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
,,,,,,,,,,,,,
Tabela 7,,,,,,,,,,,,,
,,,Integral,,,,,Noturno,,,Total,,
Tipo de Escola do,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,15645,"25,2",896,"41,7",6294,"39,9",641,"58,5",21939,"28,2",1537,"47,4"
Particular,,42191,"68,1",1164,"54,2",8375,"53,1",384,35,50566,65,1548,"47,7"
Mais Pública,,849,"1,4",18,"0,8",284,"1,8",13,"1,2",1133,"1,5",31,1
Mais Particular,,1708,"2,8",23,"1,1",438,"2,8",22,2,2146,"2,8",45,"1,4"
No Exterior,,94,"0,2",4,"0,2",13,"0,1",1,"0,1",107,"0,1",5,"0,2"
Outra situação,,240,"0,4",3,"0,1",66,"0,4",3,"0,3",306,"0,4",6,"0,2"
Em branco,,1265,2,39,"1,8",306,"1,9",32,"2,9",1571,2,71,"2,2"
,,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100
,,,,,,,,,,,,,
,,,Integral,,,,,Noturno,,,Total,,
Tipo de curso do,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,56159,"90,6",1773,"82,6",13286,"84,2",774,"70,6",69445,"89,3",2547,"78,5"
,,4026,"6,5",319,"14,9",1947,"12,3",275,"25,1",5973,"7,7",594,"18,3"
Magistério,,40,"0,1",0,0,23,"0,2",2,"0,2",63,"0,1",2,"0,1"
,,226,"0,4",4,"0,2",120,"0,8",8,"0,7",346,"0,4",12,"0,4"
,,204,"0,3",6,"0,3",80,"0,5",2,"0,2",284,"0,4",8,"0,3"
,,248,"0,4",11,"0,5",78,"0,5",3,"0,3",326,"0,4",14,"0,4"
Em branco,,1089,"1,8",34,"1,6",242,"1,5",32,"2,9",1331,"1,7",66,2
,,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100
,,,,,,,,,,,,,
,,,Integral,,,,,Noturno,,,Total,,
Período do Ensino,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,44693,"72,1",1444,"67,3",10476,"66,4",656,"59,9",55169,"70,9",2100,"64,8"
Diurno Integral,,10250,"16,5",475,"22,1",2503,"15,9",227,"20,7",12753,"16,4",702,"21,7"
,,1466,"2,4",54,"2,5",986,"6,3",77,7,2452,"3,2",131,4
Maior tempo no Diurno,,3321,"5,4",110,"5,1",969,"6,1",68,"6,2",4290,"5,5",178,"5,5"
Maior tempo no Noturno,,1090,"1,8",32,"1,5",571,"3,6",37,"3,4",1661,"2,1",69,"2,1"
Outro Turno,,127,"0,2",2,"0,1",41,"0,3",1,"0,1",168,"0,2",3,"0,1"
Em branco,,1045,"1,7",30,"1,4",230,"1,5",30,"2,7",1275,"1,6",60,"1,9"
,,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100
Tabela 10,,,,,,,,,,,,,
,,,Integral,,,,,Noturno,,,Total,,
,Curso,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,Não,28135,"45,4",857,"39,9",8694,"55,1",440,"40,2",36829,"47,4",1297,40
"Sim, seis meses",,4454,"7,2",179,"8,3",1405,"8,9",115,"10,5",5859,"7,5",294,"9,1"
"Sim, um ano",,17160,"27,7",742,"34,6",3980,"25,2",358,"32,7",21140,"27,2",1100,"33,9"
"Sim, dois anos",,6553,"10,6",219,"10,2",1058,"6,7",106,"9,7",7611,"9,8",325,10
"Sim, mais de dois anos",,4220,"6,8",107,5,285,"1,8",38,"3,5",4505,"5,8",145,"4,5"
Em branco,,1470,"2,4",43,2,354,"2,2",39,"3,6",1824,"2,4",82,"2,5"
,Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100
Tabela 11,,,,,,,,,,,,,
,,,Integral,,,,,Noturno,,,Total,,
Tipo de Curso,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
Comercial comum,,30382,49,1143,"53,2",5804,"36,8",532,"48,5",36186,"46,5",1675,"51,7"
Alternativo/comunitário,,2727,"4,4",111,"5,2",1190,"7,5",95,"8,7",3917,5,206,"6,4"
Em branco,,28883,"46,6",893,"41,6",8782,"55,7",469,"42,8",37665,"48,4",1362,42
Total,,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100
Tabela 12,,,,,,,,,,,,,
,,,Integral,,,,,Noturno,,,Total,,
Renda Mensal,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Familiar,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
Inferior a 1sm,,517,"0,8",15,"0,7",223,"1,4",18,"1,6",740,1,33,1
Entre 1sm e 2sm,,4736,"7,6",116,"5,4",1776,"11,3",113,"10,3",6512,"8,4",229,"7,1"
Entre 2sm e 3sm,,7202,"11,6",208,"9,7",2575,"16,3",138,"12,6",9777,"12,6",346,"10,7"
Entre 3sm e 5sm,,12647,"20,4",433,"20,2",3683,"23,4",288,"26,3",16330,21,721,"22,2"
Entre 5sm e 7sm,,10460,"16,9",403,"18,8",2547,"16,1",198,"18,1",13007,"16,7",601,"18,5"
Entre 7sm e 10sm,,8615,"13,9",324,"15,1",1854,"11,8",136,"12,4",10469,"13,5",460,"14,2"
Entre 10sm e 15sm,,7259,"11,7",296,"13,8",1389,"8,8",97,"8,9",8648,"11,1",393,"12,1"
Entre 15sm e 20sm,,3742,6,127,"5,9",642,"4,1",38,"3,5",4384,"5,6",165,"5,1"
Acima de 20sm,,5598,9,187,"8,7",803,"5,1",33,3,6401,"8,2",220,"6,8"
Em branco,,1216,2,38,"1,8",284,"1,8",37,"3,4",1500,"1,9",75,"2,3"
Total,,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100
Considerando o salário mínimo vigente em,,,"2015 (R$ 788,00).",,,,,,,,,,
,,,,,,,,,,,,,
Tabela 13,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Grau de Instrução,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,427,"0,7",14,"0,7",199,"1,3",12,"1,1",626,"0,8",26,"0,8",
Fundamental Incompleto,4927,8,140,"6,5",1928,"12,2",139,"12,7",6855,"8,8",279,"8,6",
Fundamental Completo,2859,"4,6",81,"3,8",992,"6,3",64,"5,8",3851,5,145,"4,5",
Ens. Médio Incompleto,2640,"4,3",58,"2,7",861,"5,5",62,"5,7",3501,"4,5",120,"3,7",
Ens. Médio Completo,13529,"21,8",467,"21,8",4112,"26,1",293,"26,7",17641,"22,7",760,"23,4",
Superior Incompleto,4722,"7,6",175,"8,2",1183,"7,5",91,"8,3",5905,"7,6",266,"8,2",
Superior Completo,18950,"30,6",697,"32,5",3936,25,275,"25,1",22886,"29,4",972,30,
Pós-Graduação Incompleta,854,"1,4",42,2,163,1,12,"1,1",1017,"1,3",54,"1,7",
Pós-Graduação Completa,11380,"18,4",420,"19,6",1944,"12,3",105,"9,6",13324,"17,1",525,"16,2",
Em branco,1704,"2,8",53,"2,5",458,"2,9",43,"3,9",2162,"2,8",96,3,
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
Tabela 14,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Grau de Instrução,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,205,"0,3",2,"0,1",127,"0,8",10,"0,9",332,"0,4",12,"0,4",
Fundamental Incompleto,3463,"5,6",106,"4,9",1529,"9,7",121,11,4992,"6,4",227,7,
Fundamental Completo,2212,"3,6",78,"3,6",891,"5,7",56,"5,1",3103,4,134,"4,1",
Ens. Médio Incompleto,2319,"3,7",70,"3,3",852,"5,4",69,"6,3",3171,"4,1",139,"4,3",
Ens. Médio Completo,13849,"22,3",449,"20,9",4302,"27,3",294,"26,8",18151,"23,3",743,"22,9",
Superior Incompleto,4360,7,146,"6,8",1090,"6,9",69,"6,3",5450,7,215,"6,6",
Superior Completo,20741,"33,5",763,"35,5",4249,"26,9",292,"26,6",24990,"32,1",1055,"32,5",
Pós-Graduação Incompleta,1137,"1,8",43,2,228,"1,5",14,"1,3",1365,"1,8",57,"1,8",
Pós-Graduação Completa,12219,"19,7",445,"20,7",2121,"13,4",129,"11,8",14340,"18,4",574,"17,7",
Em branco,1487,"2,4",45,"2,1",387,"2,5",42,"3,8",1874,"2,4",87,"2,7",
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
Tabela 15,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Atividade,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Remunerada,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Exerce,54044,"87,2",1805,"84,1",11782,"74,7",696,"63,5",65826,"84,6",2501,"77,1",
"Sim, Eventual",2394,"3,9",130,"6,1",864,"5,5",69,"6,3",3258,"4,2",199,"6,1",
"Sim, Tempo Parcial",2254,"3,6",102,"4,8",1197,"7,6",114,"10,4",3451,"4,4",216,"6,7",
"Sim, Tempo Integral",1403,"2,3",58,"2,7",1451,"9,2",174,"15,9",2854,"3,7",232,"7,2",
Em branco,1897,"3,1",52,"2,4",482,"3,1",43,"3,9",2379,"3,1",95,"2,9",
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
Tabela 16,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Participação na Vida,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Econômica da Família,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Não trabalham e seus gastos
são financiados pela família",54886,"88,5",1844,"85,9",11992,76,697,"63,6",66878,86,2541,"78,4",
"Trabalham, mas recebem ajuda
da família",3424,"5,5",176,"8,2",1633,"10,4",148,"13,5",5057,"6,5",324,10,
Trabalham e se sustentam,748,"1,2",30,"1,4",581,"3,7",79,"7,2",1329,"1,7",109,"3,4",
"Trabalham e contribuem também
com o sustento da família",1092,"1,8",43,2,921,"5,8",87,"7,9",2013,"2,6",130,4,
"Trabalham e são os princ. resp.
pelo sustento da família",184,"0,3",5,"0,2",250,"1,6",40,"3,7",434,"0,6",45,"1,4",
Em branco,1658,"2,7",49,"2,3",399,"2,5",45,"4,1",2057,"2,7",94,"2,9",
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
,,,,,,,,,,,,,
Tabela 17,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,,Total,,
Ocupação Profissional,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",1819,"2,9",51,"2,4",447,"2,8",31,"2,8",2266,"2,9",82,"2,5",
"Profis.liberais, gerência e
direção, prop. de empresas de
tamanho médio",25287,"40,8",867,"40,4",4694,"29,8",273,"24,9",29981,"38,6",1140,"35,2",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,11713,"18,9",397,"18,5",2722,"17,3",188,"17,2",14435,"18,6",585,18,
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",5961,"9,6",220,"10,3",1809,"11,5",132,12,7770,10,352,"10,9",
Supervisão de trabalho manual,1444,"2,3",54,"2,5",455,"2,9",37,"3,4",1899,"2,4",91,"2,8",
"Ocupações manuais
especializadas",5667,"9,1",189,"8,8",2079,"13,2",147,"13,4",7746,10,336,"10,4",
"Ocupações manuais não
especializadas",2217,"3,6",86,4,883,"5,6",59,"5,4",3100,4,145,"4,5",
Do lar,405,"0,7",15,"0,7",176,"1,1",12,"1,1",581,"0,8",27,"0,8",
Desempregado,1668,"2,7",60,"2,8",582,"3,7",49,"4,5",2250,"2,9",109,"3,4",
Outra,3514,"5,7",128,6,1269,8,105,"9,6",4783,"6,2",233,"7,2",
Em branco,2297,"3,7",80,"3,7",660,"4,2",63,"5,8",2957,"3,8",143,"4,4",
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
Tabela 18,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,,Total,,
Ocupação Profissional,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",1156,"1,9",34,"1,6",313,2,14,"1,3",1469,"1,9",48,"1,5",
"Profis.liberais, gerência e
direção, prop. de empresas de
tamanho médio",18344,"29,6",593,"27,6",3302,"20,9",196,"17,9",21646,"27,8",789,"24,3",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,12843,"20,7",472,22,2825,"17,9",196,"17,9",15668,"20,2",668,"20,6",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",7109,"11,5",251,"11,7",2000,"12,7",140,"12,8",9109,"11,7",391,"12,1",
Supervisão de trabalho manual,707,"1,1",26,"1,2",225,"1,4",14,"1,3",932,"1,2",40,"1,2",
"Ocupações manuais
especializadas",2513,"4,1",107,5,970,"6,2",76,"6,9",3483,"4,5",183,"5,6",
"Ocupações Manuais não
especializadas",2143,"3,5",90,"4,2",917,"5,8",57,"5,2",3060,"3,9",147,"4,5",
Do lar,8438,"13,6",280,13,2461,"15,6",193,"17,6",10899,14,473,"14,6",
Desempregada,3983,"6,4",134,"6,2",1214,"7,7",71,"6,5",5197,"6,7",205,"6,3",
Outra,2629,"4,2",91,"4,2",920,"5,8",76,"6,9",3549,"4,6",167,"5,2",
Em branco,2127,"3,4",69,"3,2",629,4,63,"5,8",2756,"3,5",132,"4,1",
Total,61992,100,2147,100,15776,100,1096,100,77768,100,3243,100,
Fonte: Questionário Sociocultural 2016 da Comvest.,,,,,,,,,,,,,
