Tabela 1,,,,,,,,,,,,,
Particular,38474,"62,6",1461,"67,7",7948,"50,6",577,"50,3",46422,"60,2",2038,"61,7",
Mais Pública,3448,"5,6",132,"6,1",904,"5,8",74,"6,5",4352,"5,6",206,"6,2",
Mais Particular,5042,"8,2",182,"8,4",1266,"8,1",98,"8,5",6308,"8,2",280,"8,5",
No Exterior,137,"0,2",3,"0,1",20,"0,1",1,"0,1",157,"0,2",4,"0,1",
Outra situação,374,"0,6",11,"0,5",114,"0,7",11,1,488,"0,6",22,"0,7",
Em branco,880,"1,4",32,"1,5",208,"1,3",19,"1,7",1088,"1,4",51,"1,5",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Integral,,,,Noturno,,,Total,,
Tipo de Escola do,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,14693,"23,9",503,"23,3",5825,"37,1",494,43,20518,"26,6",997,"30,2"
,,42179,"68,6",1519,"70,4",8646,"55,1",572,"49,8",50825,"65,9",2091,"63,3"
Mais Pública,,945,"1,5",26,"1,2",280,"1,8",16,"1,4",1225,"1,6",42,"1,3"
Mais Particular,,1852,3,59,"2,7",501,"3,2",26,"2,3",2353,"3,1",85,"2,6"
No Exterior,,121,"0,2",2,"0,1",23,"0,2",5,"0,4",144,"0,2",7,"0,2"
Outra situação,,330,"0,5",7,"0,3",90,"0,6",7,"0,6",420,"0,5",14,"0,4"
Em branco,,1329,"2,2",42,2,332,"2,1",28,"2,4",1661,"2,2",70,"2,1"
,,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100
,,,,,,,,,,,,,
,,,,Integral,,,,Noturno,,,Total,,
Tipo de curso do,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Ensino Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,56005,"91,1",1877,87,13354,"85,1",875,"76,2",69359,"89,9",2752,"83,2"
,,3727,"6,1",226,"10,5",1833,"11,7",234,"20,4",5560,"7,2",460,"13,9"
Magistério,,42,"0,1",0,0,22,"0,1",2,"0,2",64,"0,1",2,"0,1"
,,206,"0,3",4,"0,2",119,"0,8",6,"0,5",325,"0,4",10,"0,3"
,,192,"0,3",9,"0,4",73,"0,5",6,"0,5",265,"0,3",15,"0,5"
,,230,"0,4",5,"0,2",63,"0,4",4,"0,4",293,"0,4",9,"0,3"
Em branco,,1047,"1,7",37,"1,7",233,"1,5",21,"1,8",1280,"1,7",58,"1,8"
,,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100
Tabela 9,,,,,,,,,,,,,
,,,,Integral,,,,Noturno,,,Total,,
Período do Ensino,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Médio,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,,44898,"73,1",1536,"71,2",10634,"67,8",726,"63,2",55532,72,2262,"68,4"
Diurno Integral,,9358,"15,2",413,"19,1",2264,"14,4",225,"19,6",11622,"15,1",638,"19,3"
Noturno,,1602,"2,6",41,"1,9",1010,"6,4",76,"6,6",2612,"3,4",117,"3,5"
Maior tempo no Diurno,,3443,"5,6",112,"5,2",989,"6,3",60,"5,2",4432,"5,7",172,"5,2"
Maior tempo no Noturno,,998,"1,6",17,"0,8",521,"3,3",32,"2,8",1519,2,49,"1,5"
Outro Turno,,123,"0,2",3,"0,1",41,"0,3",4,"0,4",164,"0,2",7,"0,2"
Em branco,,1027,"1,7",36,"1,7",238,"1,5",25,"2,2",1265,"1,6",61,"1,9"
,,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100
Tabela 10,,,,,,,,,,,,,
,,,,Integral,,,,Noturno,,,Total,,
,Curso,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
,Não,27514,"44,8",835,"38,7",8982,"57,2",498,"43,4",36496,"47,3",1333,"40,3"
"Sim, seis meses",,4827,"7,9",159,"7,4",1407,9,111,"9,7",6234,"8,1",270,"8,2"
"Sim, um ano",,17337,"28,2",780,"36,1",3709,"23,6",372,"32,4",21046,"27,3",1152,"34,9"
"Sim, dois anos",,6290,"10,2",248,"11,5",936,6,107,"9,3",7226,"9,4",355,"10,7"
"Sim, mais de dois anos",,4022,"6,6",93,"4,3",312,2,31,"2,7",4334,"5,6",124,"3,8"
Em branco,,1459,"2,4",43,2,351,"2,2",29,"2,5",1810,"2,4",72,"2,2"
,Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100
Tabela 11,,,,,,,,,,,,,
,,,,Integral,,,,Noturno,,,Total,,
Tipo de Curso,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Pré-Vestibular,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
Comercial comum,,30649,"49,9",1208,56,5676,"36,2",553,"48,2",36325,"47,1",1761,"53,3"
Alternativo/comunitário,,2709,"4,4",89,"4,1",992,"6,3",73,"6,4",3701,"4,8",162,"4,9"
Em branco,,28091,"45,7",861,"39,9",9029,"57,5",522,"45,5",37120,"48,1",1383,"41,8"
Total,,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100
Tabela 12,,,,,,,,,,,,,
,,,,Integral,,,,Noturno,,,Total,,
Renda Mensal,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,
Familiar,,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%
Inferior a 1sm,,471,"0,8",12,"0,6",160,1,16,"1,4",631,"0,8",28,"0,9"
Entre 1sm e 2sm,,4221,"6,9",73,"3,4",1610,"10,3",82,"7,1",5831,"7,6",155,"4,7"
Entre 2sm e 3sm,,7118,"11,6",171,"7,9",2364,"15,1",139,"12,1",9482,"12,3",310,"9,4"
Entre 3sm e 5sm,,12489,"20,3",420,"19,5",3696,"23,6",268,"23,3",16185,21,688,"20,8"
Entre 5sm e 7sm,,10536,"17,2",390,"18,1",2610,"16,6",198,"17,3",13146,17,588,"17,8"
Entre 7sm e 10sm,,8700,"14,2",362,"16,8",1982,"12,6",179,"15,6",10682,"13,9",541,"16,4"
Entre 10sm e 15sm,,7296,"11,9",310,"14,4",1474,"9,4",113,"9,8",8770,"11,4",423,"12,8"
Entre 15sm e 20sm,,3665,6,143,"6,6",672,"4,3",53,"4,6",4337,"5,6",196,"5,9"
Acima de 20sm,,5758,"9,4",235,"10,9",840,"5,4",71,"6,2",6598,"8,6",306,"9,3"
Em branco,,1195,"1,9",42,2,289,"1,8",29,"2,5",1484,"1,9",71,"2,2"
Total,,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100
"Considerando o salário mínimo vigente em 2014 (R$ 724,00).",,,,,,,,,,,,,
,,,,,,,,,,,,,
Tabela 13,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Grau de Instrução,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,404,"0,7",4,"0,2",191,"1,2",22,"1,9",595,"0,8",26,"0,8",
Fundamental Incompleto,4703,"7,7",111,"5,1",1800,"11,5",111,"9,7",6503,"8,4",222,"6,7",
Fundamental Completo,2695,"4,4",91,"4,2",932,"5,9",63,"5,5",3627,"4,7",154,"4,7",
Ens. Médio Incompleto,2653,"4,3",70,"3,2",864,"5,5",56,"4,9",3517,"4,6",126,"3,8",
Ens. Médio Completo,13004,"21,2",426,"19,7",3932,"25,1",263,"22,9",16936,22,689,"20,8",
Superior Incompleto,4879,"7,9",177,"8,2",1241,"7,9",98,"8,5",6120,"7,9",275,"8,3",
Superior Completo,19605,"31,9",752,"34,9",4119,"26,2",336,"29,3",23724,"30,8",1088,"32,9",
Pós-Graduação Incompleta,902,"1,5",39,"1,8",161,1,10,"0,9",1063,"1,4",49,"1,5",
Pós-Graduação Completa,10993,"17,9",434,"20,1",1999,"12,7",139,"12,1",12992,"16,8",573,"17,3",
Em branco,1611,"2,6",54,"2,5",458,"2,9",50,"4,4",2069,"2,7",104,"3,2",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
Tabela 14,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Grau de Instrução,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Frequentou,203,"0,3",3,"0,1",108,"0,7",10,"0,9",311,"0,4",13,"0,4",
Fundamental Incompleto,3408,"5,6",98,"4,5",1483,"9,5",97,"8,5",4891,"6,3",195,"5,9",
Fundamental Completo,2118,"3,5",51,"2,4",828,"5,3",59,"5,1",2946,"3,8",110,"3,3",
Ens. Médio Incompleto,2335,"3,8",61,"2,8",837,"5,3",58,"5,1",3172,"4,1",119,"3,6",
Ens. Médio Completo,13652,"22,2",435,"20,2",4178,"26,6",291,"25,4",17830,"23,1",726,22,
Superior Incompleto,4603,"7,5",174,"8,1",1107,"7,1",94,"8,2",5710,"7,4",268,"8,1",
Superior Completo,21198,"34,5",777,36,4457,"28,4",333,29,25655,"33,3",1110,"33,6",
Pós-Graduação Incompleta,1041,"1,7",39,"1,8",242,"1,5",16,"1,4",1283,"1,7",55,"1,7",
Pós-Graduação Completa,11444,"18,6",471,"21,8",2064,"13,2",146,"12,7",13508,"17,5",617,"18,7",
Em branco,1447,"2,4",49,"2,3",393,"2,5",44,"3,8",1840,"2,4",93,"2,8",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
Tabela 15,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Atividade,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Remunerada,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
Não Exerce,53088,"86,4",1804,"83,6",11695,"74,5",740,"64,5",64783,84,2544,77,
"Sim, Eventual",2470,4,117,"5,4",857,"5,5",68,"5,9",3327,"4,3",185,"5,6",
"Sim, Tempo Parcial",2436,4,112,"5,2",1191,"7,6",113,"9,8",3627,"4,7",225,"6,8",
"Sim, Tempo Integral",1594,"2,6",66,"3,1",1478,"9,4",174,"15,2",3072,4,240,"7,3",
Em branco,1861,3,59,"2,7",476,3,53,"4,6",2337,3,112,"3,4",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
Tabela 16,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,Total,,,
Participação na Vida,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
Econômica da Família,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Não trabalham e seus gastos são
financiados pela família",54013,"87,9",1835,85,11892,"75,8",746,65,65905,"85,4",2581,"78,1",
"Trabalham, mas recebem ajuda
da família",3613,"5,9",180,"8,3",1622,"10,3",166,"14,5",5235,"6,8",346,"10,5",
Trabalham e se sustentam,906,"1,5",44,2,620,4,75,"6,5",1526,2,119,"3,6",
"Trabalham e contribuem também
com o sustento da família",1088,"1,8",28,"1,3",946,6,85,"7,4",2034,"2,6",113,"3,4",
"Trabalham e são os princ. resp.
pelo sustento da família",200,"0,3",12,"0,6",200,"1,3",31,"2,7",400,"0,5",43,"1,3",
Em branco,1629,"2,7",59,"2,7",417,"2,7",45,"3,9",2046,"2,7",104,"3,2",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
,,,,,,,,,,,,,
Tabela 17,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,,Total,,
Ocupação Profissional,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
dos Pais,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",1839,3,47,"2,2",462,"2,9",24,"2,1",2301,3,71,"2,2",
"Profis.liberais, gerência e direção,
prop. de empresas de tamanho
médio",26010,"42,3",981,"45,5",5054,"32,2",390,34,31064,"40,3",1371,"41,5",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,11056,18,361,"16,7",2642,"16,8",181,"15,8",13698,"17,8",542,"16,4",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",6152,10,228,"10,6",1811,"11,5",131,"11,4",7963,"10,3",359,"10,9",
Supervisão de trabalho manual,1462,"2,4",41,"1,9",486,"3,1",30,"2,6",1948,"2,5",71,"2,2",
"Ocupações manuais
especializadas",4929,8,165,"7,7",1795,"11,4",125,"10,9",6724,"8,7",290,"8,8",
"Ocupações manuais não
especializadas",2030,"3,3",54,"2,5",835,"5,3",55,"4,8",2865,"3,7",109,"3,3",
Do lar,445,"0,7",18,"0,8",159,1,15,"1,3",604,"0,8",33,1,
Desempregado,1431,"2,3",50,"2,3",422,"2,7",25,"2,2",1853,"2,4",75,"2,3",
Outra,3724,"6,1",118,"5,5",1305,"8,3",108,"9,4",5029,"6,5",226,"6,8",
Em branco,2371,"3,9",95,"4,4",726,"4,6",64,"5,6",3097,4,159,"4,8",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
Tabela 18,,,,,,,,,,,,,
,,Integral,,,,Noturno,,,,,Total,,
Ocupação Profissional,Inscritos,,Matriculados,,Inscritos,,Matriculados,,Inscritos,,Matriculados,,
das Mães,Número,%,Número,%,Número,%,Número,%,Número,%,Número,%,
"Altos cargos políticos e admin.,
prop. de grandes empresas",1221,2,28,"1,3",339,"2,2",20,"1,7",1560,2,48,"1,5",
"Profis.liberais, gerência e direção,
prop. de empresas de tamanho
médio",19046,31,703,"32,6",3601,"22,9",274,"23,9",22647,"29,4",977,"29,6",
Posições mais baixas de,,,,,,,,,,,,,
supervisão ou inspeção de ocup.,,,,,,,,,,,,,
,11484,"18,7",416,"19,3",2650,"16,9",193,"16,8",14134,"18,3",609,"18,4",
"não manuais, prop. de pequenas",,,,,,,,,,,,,
empresas,,,,,,,,,,,,,
"Ocupações não manuais de
rotina",6841,"11,1",228,"10,6",1946,"12,4",121,"10,5",8787,"11,4",349,"10,6",
Supervisão de trabalho manual,753,"1,2",19,"0,9",269,"1,7",16,"1,4",1022,"1,3",35,"1,1",
"Ocupações manuais
especializadas",2360,"3,8",81,"3,8",830,"5,3",71,"6,2",3190,"4,1",152,"4,6",
"Ocupações Manuais não
especializadas",1819,3,35,"1,6",803,"5,1",52,"4,5",2622,"3,4",87,"2,6",
Do lar,9205,15,371,"17,2",2551,"16,3",176,"15,3",11756,"15,2",547,"16,6",
Desempregada,3607,"5,9",106,"4,9",1116,"7,1",77,"6,7",4723,"6,1",183,"5,5",
Outra,2787,"4,5",91,"4,2",904,"5,8",78,"6,8",3691,"4,8",169,"5,1",
Em branco,2326,"3,8",80,"3,7",688,"4,4",70,"6,1",3014,"3,9",150,"4,5",
Total,61449,100,2158,100,15697,100,1148,100,77146,100,3306,100,
Fonte: Questionário Sociocultural 2015 da Comvest.,,,,,,,,,,,,,
